诊断名,诊断码
为胎儿水肿给予的孕产妇医疗,O36.2
为胎儿缺氧体征给予的孕产妇医疗,O36.3
为胎儿宫内死亡给予的孕产妇医疗,O36.4
为胎儿生长不良给予的孕产妇医疗,O36.5
为胎儿过度生长给予的孕产妇医疗,O36.6
为腹腔妊娠中能活胎儿给予的孕产妇医疗,O36.7
为其他特指的胎儿问题给予的孕产妇医疗,O36.8
为未特指的胎儿问题给予的孕产妇医疗,O36.9
羊水过多,O40
羊水和胎膜的其他疾患,O41
羊水过少,O41.0
羊膜囊和胎膜的感染,O41.1
羊水和胎膜其他特指的疾患,O41.8
羊水和胎膜未特指的疾患,O41.9
胎膜早破,O42
胎膜早破，在24小时之内产程开始,O42.0
胎膜早破，在24小时以后产程开始,O42.1
胎膜早破，由于治疗而使产程延迟,O42.2
未特指的胎膜早破,O42.9
胎盘疾患,O43
胎盘输血综合征,O43.0
胎盘畸形,O43.1
病态胎盘粘连,O43.2
其他的胎盘疾患,O43.8
未特指的胎盘疾患,O43.9
前置胎盘,O44
前置胎盘特指为不伴有出血,O44.0
前置胎盘伴有出血,O44.1
胎盘早期剥离,O45
胎盘早期剥离伴有凝血缺陷,O45.0
其他的胎盘早期剥离,O45.8
未特指的胎盘早期剥离,O45.9
产前出血，不可归类在他处者,O46
产前出血伴有凝血缺陷,O46.0
其他的产前出血,O46.8
未特指的产前出血,O46.9
假临产,O47
妊娠37整周之前的假临产,O47.0
妊娠37整周或以后的假临产,O47.1
未特指的假临产,O47.9
过期妊娠,O48
早产和分娩,O60
早产不伴有分娩,O60.0
提前自然分娩伴有早产,O60.1
提前自然分娩伴有足月产,O60.2
早产不伴有自然分娩,O60.3
引产失败,O61
医疗性引产失败,O61.0
器械引产失败,O61.1
其他的引产失败,O61.8
未特指的引产失败,O61.9
产力异常,O62
原发性宫缩乏力,O62.0
继发性宫缩乏力,O62.1
其他的宫缩乏力,O62.2
急产,O62.3
高张性、不协调和延长的子宫收缩,O62.4
其他的产力异常,O62.8
未特指的产力异常,O62.9
滞产,O63
第一（产程）延长,O63.0
第二（产程）延长,O63.1
多胎妊娠中的第二个及以上胎儿的延迟分娩,O63.2
未特指的滞产,O63.9
胎儿的胎位不正和先露异常引起的梗阻性分娩,O64
胎头旋转不全引起的梗阻性分娩,O64.0
臀先露引起的梗阻性分娩,O64.1
面先露引起的梗阻性分娩,O64.2
额先露引起的梗阻性分娩,O64.3
肩先露引起的梗阻性分娩,O64.4
复合先露引起的梗阻性分娩,O64.5
其他胎位不正和先露异常引起的梗阻性分娩,O64.8
未特指的胎位不正和先露异常引起的梗阻性分娩,O64.9
母体骨盆异常引起的梗阻性分娩,O65
变形骨盆引起的梗阻性分娩,O65.0
均小骨盆引起的梗阻性分娩,O65.1
骨盆入口狭窄引起的梗阻性分娩,O65.2
骨盆出口和中腔狭窄引起的梗阻性分娩,O65.3
未特指的胎盆不称引起的梗阻性分娩,O65.4
母体盆腔器官异常引起的梗阻性分娩,O65.5
其他母体骨盆异常引起的梗阻性分娩,O65.8
未特指的母体骨盆异常引起的梗阻性分娩,O65.9
其他梗阻性分娩,O66
肩难产引起的梗阻性分娩,O66.0
双胎交锁引起的梗阻性分娩,O66.1
特大胎儿引起的梗阻性分娩,O66.2
胎儿的其他异常引起的梗阻性分娩,O66.3
未特指的试产失败,O66.4
未特指的真空吸引器和产钳应用失败,O66.5
其他特指的梗阻性分娩,O66.8
未特指的梗阻性分娩,O66.9
产程和分娩并发产时出血，不可归类在他处者,O67
产时出血伴有凝血缺陷,O67.0
其他的产时出血,O67.8
未特指的产时出血,O67.9
产程和分娩并发胎儿应激反应[窘迫],O68
产程和分娩并发胎儿心率异常,O68.0
产程和分娩并发在羊水中伴有胎粪,O68.1
产程和分娩并发胎儿心率异常并在羊水中伴有胎粪,O68.2
产程和分娩并发胎儿应激反应的生物化学证据,O68.3
产程和分娩并发胎儿应激反应的其他证据,O68.8
产程和分娩并发胎儿未特指的应激反应,O68.9
产程和分娩并发脐带并发症,O69
产程和分娩并发脐带脱垂,O69.0
产程和分娩并发脐带绕颈并伴有受压,O69.1
产程和分娩并发其他脐带缠绕并伴有受压,O69.2
产程和分娩并发脐带过短,O69.3
产程和分娩并发前置血管,O69.4
产程和分娩并发脐带的血管损害,O69.5
产程和分娩并发其他的脐带并发症,O69.8
产程和分娩并发未特指的脐带并发症,O69.9
分娩时会阴裂伤,O70
分娩时Ⅰ度会阴裂伤,O70.0
分娩时Ⅱ度会阴裂伤,O70.1
分娩时Ⅲ度会阴裂伤,O70.2
分娩时Ⅳ度会阴裂伤,O70.3
分娩时未特指的会阴裂伤,O70.9
其他产科创伤,O71
产程开始前子宫破裂,O71.0
产程中子宫破裂,O71.1
产后子宫内翻,O71.2
宫颈的产科裂伤,O71.3
产科高位阴道裂伤,O71.4
伤及盆腔器官的其他产科损伤,O71.5
伤及骨盆关节和韧带的产科损害,O71.6
盆腔的产科血肿,O71.7
其他特指的产科创伤,O71.8
未特指的产科创伤,O71.9
产后出血,O72
第三产程出血,O72.0
其他的即刻产后出血,O72.1
延迟性和继发性产后出血,O72.2
产后凝血缺陷,O72.3
胎盘和胎膜滞留不伴有出血,O73
胎盘滞留不伴有出血,O73.0
部分胎盘和胎膜滞留不伴有出血,O73.1
产程和分娩期间麻醉的并发症,O74
产程和分娩期间麻醉引起的吸入性肺炎,O74.0
产程和分娩期间麻醉的其他肺部并发症,O74.1
产程和分娩期间麻醉的心脏并发症,O74.2
产程和分娩期间麻醉的中枢神经系统并发症,O74.3
产程和分娩期间局部麻醉的毒性反应,O74.4
产程和分娩期间脊髓和硬膜外麻醉诱发的头痛,O74.5
产程和分娩期间脊髓和硬膜外麻醉的其他并发症,O74.6
产程和分娩期间插管失败或困难,O74.7
产程和分娩期间麻醉的其他并发症,O74.8
产程和分娩期间麻醉未特指的并发症,O74.9
产程和分娩的其他并发症，不可归类在他处者,O75
产程和分娩期间母体窘迫,O75.0
产程和分娩期间或以后休克,O75.1
产程期间发热，不可归类在他处者,O75.2
产程期间其他的感染,O75.3
产科手术和操作的其他并发症,O75.4
人工破膜后分娩延迟,O75.5
自发或未特指的破膜后分娩延迟,O75.6
以前剖宫产术后的阴道分娩,O75.7
产程和分娩的其他特指并发症,O75.8
产程和分娩未特指的并发症,O75.9
单胎顺产,O80
头位顺产,O80.0
臀位顺产,O80.1
其他的单胎顺产,O80.8
未特指的单胎顺产,O80.9
借助产钳和真空吸引器的单胎分娩,O81
低位产钳术,O81.0
中位产钳术,O81.1
中位产钳术伴有旋转,O81.2
其他和未特指的产钳术,O81.3
借助真空吸引器分娩,O81.4
同时借助产钳和真空吸引器分娩,O81.5
经剖宫产术的单胎分娩,O82
经选择性剖宫产术的分娩,O82.0
经急症剖宫产术的分娩,O82.1
经剖宫产子宫切除术的分娩,O82.2
经其他剖宫产术的单胎分娩,O82.8
经未特指的剖宫产术分娩,O82.9
其他助产的单胎分娩,O83
胎臀牵引术,O83.0
其他臀位助产,O83.1
其他手法助产的分娩,O83.2
腹腔妊娠中能活胎儿的分娩,O83.3
毁胎手术分娩,O83.4
其他特指助产的单胎分娩,O83.8
未特指的助产的单胎分娩,O83.9
多胎分娩,O84
多胎分娩均为顺产,O84.0
多胎分娩均借助产钳和真空吸引器,O84.1
多胎分娩均经剖宫产术,O84.2
其他的多胎分娩,O84.8
未特指的多胎分娩,O84.9
产褥期脓毒病,O85
其他产褥感染,O86
产科手术伤口的感染,O86.0
分娩后生殖道的其他感染,O86.1
分娩后泌尿道感染,O86.2
分娩后其他泌尿生殖道感染,O86.3
分娩后不明原因的发热,O86.4
其他特指的产褥感染,O86.8
产褥期的静脉并发症和痔疮,O87
产褥期血栓性浅静脉炎,O87.0
产褥期深静脉血栓形成,O87.1
产褥期痔,O87.2
产褥期大脑静脉血栓形成,O87.3
产褥期其他的静脉并发症,O87.8
产褥期未特指的静脉并发症,O87.9
产科栓塞,O88
产科空气栓塞,O88.0
羊水栓塞,O88.1
产科血凝块栓塞,O88.2
产科脓血性和脓毒性栓塞,O88.3
其他的产科栓塞,O88.8
产褥期中麻醉的并发症,O89
产褥期中麻醉的肺部并发症,O89.0
产褥期中麻醉的心脏并发症,O89.1
产褥期中麻醉的中枢神经系统并发症,O89.2
产褥期中局部麻醉的中毒反应,O89.3
产褥期中脊髓和硬膜外麻醉诱发的头痛,O89.4
产褥期中脊髓和硬膜外麻醉的其他并发症,O89.5
产褥期中插管失败或困难,O89.6
产褥期中麻醉的其他并发症,O89.8
产褥期中麻醉未特指的并发症,O89.9
产褥期的并发症，不可归类在他处者,O90
剖宫产术的伤口破裂,O90.0
会阴产科的伤口破裂,O90.1
产科伤口的血肿,O90.2
产褥期心肌病,O90.3
产后急性肾衰竭,O90.4
产后甲状腺炎,O90.5
产褥期的其他并发症，不可归类在他处者,O90.8
产褥期未特指的并发症,O90.9
与分娩有关的乳房感染,O91
与分娩有关的乳头感染,O91.0
与分娩有关的乳房脓肿,O91.1
与分娩有关的非化脓性乳腺炎,O91.2
与分娩有关的乳房和哺乳的其他疾患,O92
与分娩有关的乳头内缩,O92.0
与分娩有关的乳头皲裂,O92.1
与分娩有关的乳房其他和未特指的疾患,O92.2
无乳,O92.3
乳汁过少,O92.4
泌乳抑制,O92.5
乳溢,O92.6
哺乳的其他和未特指的疾患,O92.7
妊娠、分娩和产褥期并发症的后遗症,O94
未特指原因的产科死亡,O95
"任何产科原因的死亡,发生于分娩后42天以上至一年以内",O96
产科直接原因死亡，发生于分娩后42天以上至一年以内,O96.0
产科间接原因死亡，发生于分娩后42天以上至一年以内,O96.1
未特指的产科原因死亡，发生于分娩后42天以上至一年以内,O96.9
产科原因后遗症的死亡,O97
产科直接原因后遗症死亡,O97.0
产科间接原因后遗症死亡,O97.1
未特指产科原因后遗症死亡,O97.9
可归类在他处的孕产妇的传染病和寄生虫病并发于妊娠、分娩和产褥期,O98
结核并发于妊娠、分娩和产褥期,O98.0
梅毒并发于妊娠、分娩和产褥期,O98.1
淋病并发于妊娠、分娩和产褥期,O98.2
主要为性传播模式的其他感染并发于妊娠、分娩和产褥期,O98.3
病毒性肝炎并发于妊娠、分娩和产褥期,O98.4
其他病毒性疾病并发于妊娠、分娩和产褥期,O98.5
原虫性疾病并发于妊娠、分娩和产褥期,O98.6
人类免疫缺陷病毒[HIV]疾病并发于妊娠、分娩和产褥期,O98.7
孕产妇其他的传染病和寄生虫病并发于妊娠、分娩和产褥期,O98.8
孕产妇未特指的传染病或寄生虫病并发于妊娠、分娩和产褥期,O98.9
可归类在他处的孕产妇的其他疾病并发于妊娠、分娩和产褥期,O99
贫血并发于妊娠、分娩和产褥期,O99.0
血液和造血器官的其他疾病及涉及免疫机制的某些疾患并发于妊娠、分娩和产褥期,O99.1
内分泌、营养和代谢疾病并发于妊娠、分娩和产褥期,O99.2
精神障碍和神经系统疾病并发于妊娠、分娩和产褥期,O99.3
循环系统疾病并发于妊娠、分娩和产褥期,O99.4
呼吸系统疾病并发于妊娠、分娩和产褥期,O99.5
消化系统疾病并发于妊娠、分娩和产褥期,O99.6
皮肤和皮下组织的疾病并发于妊娠、分娩和产褥期,O99.7
其他特指的疾病和情况并发于妊娠、分娩和产褥期,O99.8
胎儿和新生儿受母体情况影响，这些情况可能与本次妊娠无关,P00
胎儿和新生儿受母体高血压疾患的影响,P00.0
胎儿和新生儿受母体肾和泌尿道疾病的影响,P00.1
胎儿和新生儿受母体传染病和寄生虫病的影响,P00.2
胎儿和新生儿受母体其他循环和呼吸疾病的影响,P00.3
胎儿和新生儿受母体营养性疾患的影响,P00.4
胎儿和新生儿受母体损伤的影响,P00.5
胎儿和新生儿受母体手术操作的影响,P00.6
胎儿和新生儿受母体其他医疗操作的影响，不可归类在他处者,P00.7
胎儿和新生儿受母体其他情况的影响,P00.8
胎儿和新生儿受母体未特指情况的影响,P00.9
胎儿和新生儿受母体妊娠并发症的影响,P01
胎儿和新生儿受宫颈机能不全的影响,P01.0
胎儿和新生儿受胎膜早破的影响,P01.1
胎儿和新生儿受羊水过少的影响,P01.2
胎儿和新生儿受羊水过多的影响,P01.3
胎儿和新生儿受异位妊娠的影响腹腔妊娠,P01.4
胎儿和新生儿受多胎妊娠的影响,P01.5
胎儿和新生儿受母体死亡的影响,P01.6
胎儿和新生儿受产程开始前先露异常的影响,P01.7
胎儿和新生儿受母体其他妊娠并发症的影响,P01.8
胎儿和新生儿受母体未特指的妊娠并发症的影响,P01.9
胎儿和新生儿受胎盘、脐带和胎膜的并发症的影响,P02
胎儿和新生儿受前置胎盘的影响,P02.0
胎儿和新生儿受胎盘剥离和出血的其他形式的影响,P02.1
胎儿和新生儿受胎盘其他和未特指形态和功能异常的影响,P02.2
胎儿和新生儿受胎盘输血综合征的影响,P02.3
胎儿和新生儿受脐带脱垂的影响,P02.4
胎儿和新生儿受脐带其他压迫的影响,P02.5
胎儿和新生儿受脐带其他和未特指情况的影响,P02.6
胎儿受绒（毛）膜羊膜炎的影响,P02.7
胎儿和新生儿受胎膜其他异常的影响,P02.8
胎儿和新生儿受胎膜未特指异常的影响,P02.9
胎儿和新生儿受产程和分娩的其他并发症的影响,P03
胎儿和新生儿受臀位分娩和胎臀牵引术的影响,P03.0
胎儿和新生儿受产程和分娩中其他先露异常、胎位异常和（胎盆）不称的影响,P03.1
胎儿和新生儿受产钳术的影响,P03.2
胎儿和新生儿受真空吸引器[吸杯]分娩的影响,P03.3
胎儿和新生儿受剖宫产术的影响,P03.4
胎儿和新生儿受急产的影响,P03.5
胎儿和新生儿受子宫收缩异常的影响,P03.6
胎儿和新生儿受产程和分娩的其他特指并发症的影响,P03.8
胎儿和新生儿受产程和分娩未特指并发症的影响,P03.9
胎儿和新生儿受经胎盘或母乳传播的有害物质的影响,P04
胎儿和新生儿受母体在妊娠、产程和分娩中的感觉丧失和痛觉缺失的影响,P04.0
胎儿和新生儿受母体其他药物的影响,P04.1
胎儿和新生儿受母体使用烟草的影响,P04.2
胎儿和新生儿受母体使用酒精的影响,P04.3
胎儿和新生儿受母体药瘾的影响,P04.4
胎儿和新生儿受母体使用营养性、化学性物质的影响,P04.5
胎儿和新生儿受母体暴露于环境中化学物质的影响,P04.6
胎儿和新生儿受母体内其他有害物质的影响,P04.8
胎儿和新生儿受母体内未特指有害物质的影响,P04.9
胎儿生长缓慢和胎儿营养不良,P05
轻于胎龄,P05.0
小于胎龄,P05.1
胎儿营养不良，未提及轻于或小于胎龄,P05.2
未特指的胎儿生长缓慢,P05.9
与孕期短和低出生体重有关的疾患，不可归类在他处者,P07
极低出生体重（出生体重999克及以下）,P07.0
其他低出生体重（出生体重在1000-2499克之间）,P07.1
极度不成熟（孕期小于28整周）,P07.2
其他早产婴儿,P07.3
与孕期长和高出生体重有关的疾患,P08
特大婴儿,P08.0
其他重于胎龄的婴儿,P08.1
过期产儿，不重于胎龄,P08.2
产伤引起的颅内撕裂和出血,P10
产伤引起的硬膜下出血,P10.0
产伤引起的大脑出血,P10.1
产伤引起的脑室内出血,P10.2
产伤引起的蛛网膜下腔出血,P10.3
产伤引起的脑幕撕裂,P10.4
产伤引起的其他颅内撕裂和出血,P10.8
产伤引起的未特指的颅内撕裂和出血,P10.9
中枢神经系统的其他产伤,P11
产伤引起的脑水肿,P11.0
产伤引起的其他特指的脑损害,P11.1
产伤引起的未特指的脑损害,P11.2
面神经产伤,P11.3
其他脑神经的产伤,P11.4
脊柱和脊髓的产伤,P11.5
未特指的中枢神经系统的产伤,P11.9
头皮产伤,P12
产伤引起的头颅血肿,P12.0
产伤引起的热带毛孢子菌病,P12.1
产伤引起的颅骨腱膜下出血,P12.2
产伤引起的头皮挫伤,P12.3
新生儿头皮监测性损伤,P12.4
其他的头皮产伤,P12.8
未特指的头皮产伤,P12.9
骨骼产伤,P13
产伤引起的颅骨骨折,P13.0
颅骨的其他产伤,P13.1
股骨产伤,P13.2
其他长骨的产伤,P13.3
产伤引起的锁骨骨折,P13.4
骨骼其他部位的产伤,P13.8
未特指的骨骼产伤,P13.9
周围神经系统产伤,P14
产伤引起的埃尔布麻痹,P14.0
产伤引起的克隆普克麻痹,P14.1
产伤引起的膈神经麻痹,P14.2
其他臂丛神经的产伤,P14.3
周围神经系统其他部位的产伤,P14.8
未特指的周围神经系统的产伤,P14.9
其他产伤,P15
肝的产伤,P15.0
脾的产伤,P15.1
产伤引起的胸骨乳突肌损伤,P15.2
眼的产伤,P15.3
面部产伤,P15.4
外生殖器产伤,P15.5
产伤引起的皮下脂肪坏死,P15.6
其他特指的产伤,P15.8
未特指的产伤,P15.9
子宫内低氧症,P20
在产程开始前首先察觉到的子宫内低氧症,P20.0
在产程和分娩中首先察觉到的子宫内低氧症,P20.1
未特指的子宫内低氧症,P20.9
